,Unnamed: 0,user id,test group,converted,total ads,most ads day,most ads hour
515810,515810,1653809,ad,False,1,Wednesday,18
493491,493491,1653808,ad,False,8,Friday,13
535079,535079,1653807,ad,False,8,Saturday,20
493761,493761,1653806,ad,False,12,Friday,14
516374,516374,1653805,ad,False,25,Wednesday,19
494114,494114,1653804,ad,False,32,Sunday,14
500932,500932,1653803,ad,False,17,Sunday,0
524087,524087,1653802,ad,False,5,Friday,11
530945,530945,1653801,ad,False,26,Saturday,1
516848,516848,1653800,ad,False,2,Wednesday,20
494182,494182,1653799,ad,False,21,Sunday,14
507380,507380,1653798,ad,False,54,Wednesday,13
531301,531301,1653797,ad,False,14,Saturday,9
531549,531549,1653796,ad,False,3,Saturday,9
532688,532688,1653795,ad,False,1,Saturday,12
504965,504965,1653794,ad,False,17,Saturday,12
499180,499180,1653793,ad,False,4,Saturday,16
555457,555457,1653792,ad,False,3,Thursday,19
540709,540709,1653791,ad,False,11,Tuesday,13
484695,484695,1653790,ad,False,19,Thursday,12
527879,527879,1653789,ad,False,26,Friday,17
491534,491534,1653788,ad,False,2,Friday,9
520377,520377,1653787,ad,False,7,Thursday,15
485076,485076,1653784,ad,False,3,Thursday,13
505994,505994,1653783,ad,False,19,Tuesday,8
488391,488391,1653782,ad,False,5,Thursday,18
588061,588061,1653781,ad,False,1,Tuesday,22
502922,502922,1653780,ad,False,2,Sunday,13
576686,576686,1653779,ad,False,1,Sunday,12
583147,583147,1653778,ad,False,3,Monday,17
552238,552238,1653777,ad,False,2,Wednesday,13
533369,533369,1653776,ad,False,5,Saturday,14
491114,491114,1653775,ad,False,7,Friday,8
515838,515838,1653774,ad,False,3,Wednesday,18
581941,581941,1653772,ad,False,25,Monday,15
491945,491945,1653771,ad,False,4,Friday,11
558347,558347,1653770,ad,False,2,Wednesday,13
521267,521267,1653769,ad,False,6,Friday,9
511380,511380,1653768,ad,False,1,Wednesday,10
481318,481318,1653767,ad,False,5,Wednesday,10
481195,481195,1653766,ad,False,22,Wednesday,9
587547,587547,1653765,ad,False,2,Tuesday,20
539887,539887,1653764,ad,False,1,Sunday,23
557368,557368,1653763,ad,False,6,Sunday,11
493757,493757,1653762,ad,False,2,Friday,21
484891,484891,1653761,ad,False,5,Thursday,17
560630,560630,1653759,ad,False,5,Wednesday,21
482683,482683,1653758,ad,True,51,Tuesday,16
558997,558997,1653757,ad,False,26,Wednesday,23
558771,558771,1653756,ad,False,9,Thursday,9
480154,480154,1653755,ad,False,8,Tuesday,15
508487,508487,1653754,ad,False,2,Wednesday,9
546348,546348,1653753,ad,False,22,Monday,10
480482,480482,1653751,ad,False,40,Tuesday,17
489924,489924,1653750,ad,False,3,Wednesday,14
485734,485734,1653749,ad,False,8,Thursday,14
479805,479805,1653748,ad,False,11,Tuesday,12
494783,494783,1653747,ad,False,34,Sunday,7
539221,539221,1653746,ad,False,3,Sunday,20
531462,531462,1653744,ad,False,2,Monday,9
554031,554031,1653743,ad,False,6,Sunday,13
494952,494952,1653741,ad,False,2,Friday,17
527084,527084,1653739,ad,False,25,Saturday,13
479251,479251,1653738,ad,False,1,Tuesday,9
492279,492279,1653735,ad,False,7,Friday,16
481875,481875,1653734,ad,False,5,Wednesday,16
542559,542559,1653733,ad,False,26,Monday,16
477689,477689,1653732,ad,False,12,Monday,16
525166,525166,1653730,ad,False,18,Friday,17
495721,495721,1653729,ad,False,24,Friday,20
484811,484811,1653728,ad,False,8,Tuesday,17
477677,477677,1653727,ad,False,6,Monday,14
476612,476612,1653726,ad,False,10,Sunday,23
484477,484477,1653725,ad,False,16,Thursday,11
547939,547939,1653724,ad,False,23,Monday,20
510915,510915,1653723,ad,False,2,Wednesday,0
502721,502721,1653722,ad,False,15,Friday,21
538796,538796,1653721,ad,False,24,Sunday,21
479711,479711,1653720,ad,False,2,Sunday,12
484568,484568,1653719,ad,False,31,Thursday,10
564197,564197,1653718,ad,False,3,Tuesday,21
497626,497626,1653717,ad,False,6,Saturday,11
568653,568653,1653716,ad,False,24,Friday,14
502023,502023,1653715,ad,False,2,Sunday,10
542028,542028,1653714,ad,False,25,Monday,14
540849,540849,1653713,ad,False,5,Monday,10
486311,486311,1653712,ad,False,2,Thursday,15
472436,472436,1653711,ad,False,12,Saturday,7
539530,539530,1653710,ad,False,5,Sunday,22
528334,528334,1653709,ad,False,7,Friday,16
500173,500173,1653708,ad,False,3,Sunday,20
477891,477891,1653707,ad,False,23,Monday,15
537329,537329,1653706,ad,False,2,Sunday,10
514624,514624,1653705,ad,False,5,Wednesday,15
511404,511404,1653704,ad,False,5,Wednesday,9
469822,469822,1653703,ad,False,11,Friday,14
543129,543129,1653702,ad,False,5,Monday,10
469361,469361,1653701,ad,False,9,Friday,13
470702,470702,1653700,ad,False,1,Friday,16
469359,469359,1653699,ad,False,20,Friday,13
509217,509217,1653698,ad,False,30,Saturday,20
469031,469031,1653697,ad,False,4,Friday,12
467548,467548,1653695,ad,False,13,Friday,9
525607,525607,1653693,ad,False,4,Friday,13
551853,551853,1653692,ad,False,1,Tuesday,12
474782,474782,1653691,ad,False,13,Sunday,10
541112,541112,1653690,ad,False,6,Tuesday,11
483072,483072,1653688,ad,False,6,Sunday,9
468998,468998,1653687,ad,False,12,Friday,17
519287,519287,1653685,ad,False,5,Thursday,16
482059,482059,1653684,ad,False,8,Wednesday,13
520639,520639,1653683,ad,False,1,Thursday,16
472673,472673,1653682,ad,False,3,Saturday,10
464928,464928,1653681,ad,False,8,Thursday,13
512338,512338,1653680,ad,True,48,Friday,14
465325,465325,1653679,ad,False,18,Thursday,14
465296,465296,1653678,ad,False,5,Thursday,17
470439,470439,1653677,ad,False,6,Friday,16
476102,476102,1653676,ad,False,3,Sunday,19
464792,464792,1653675,ad,False,6,Thursday,12
466530,466530,1653674,ad,False,10,Friday,20
492216,492216,1653673,ad,False,4,Friday,11
524340,524340,1653671,ad,False,8,Friday,11
460779,460779,1653670,ad,False,12,Wednesday,15
553561,553561,1653669,ad,False,4,Tuesday,16
460382,460382,1653668,ad,False,12,Wednesday,14
528701,528701,1653666,ad,False,3,Friday,17
582805,582805,1653664,ad,False,5,Monday,16
459778,459778,1653663,ad,False,2,Wednesday,12
459022,459022,1653662,ad,False,12,Wednesday,14
460315,460315,1653661,ad,False,3,Wednesday,14
559123,559123,1653660,ad,False,25,Thursday,10
458106,458106,1653659,ad,False,1,Wednesday,8
496782,496782,1653658,ad,False,25,Sunday,6
477433,477433,1653657,ad,False,11,Monday,13
466739,466739,1653655,ad,False,5,Friday,19
465644,465644,1653654,ad,False,4,Thursday,11
468704,468704,1653653,ad,False,44,Friday,11
461687,461687,1653651,ad,False,13,Wednesday,17
540823,540823,1653650,ad,False,5,Monday,10
492725,492725,1653648,ad,False,24,Friday,12
455796,455796,1653647,ad,False,1,Tuesday,15
529691,529691,1653646,ad,False,1,Friday,20
456322,456322,1653643,ad,False,4,Tuesday,17
459500,459500,1653641,ad,False,4,Wednesday,12
454424,454424,1653640,ad,False,9,Tuesday,11
485838,485838,1653639,ad,False,3,Thursday,14
455072,455072,1653638,ad,False,12,Tuesday,13
455786,455786,1653637,ad,False,4,Tuesday,15
454105,454105,1653636,ad,False,1,Tuesday,9
468566,468566,1653635,ad,False,20,Friday,11
453817,453817,1653634,ad,False,1,Tuesday,9
546871,546871,1653633,ad,False,36,Tuesday,16
453753,453753,1653632,ad,False,1,Tuesday,8
478861,478861,1653630,ad,False,6,Monday,23
453450,453450,1653628,ad,False,11,Tuesday,9
459548,459548,1653627,ad,False,17,Wednesday,19
451361,451361,1653626,ad,False,1,Monday,16
451017,451017,1653625,ad,False,1,Monday,15
467435,467435,1653624,ad,False,1,Friday,9
496352,496352,1653623,ad,False,27,Saturday,12
450606,450606,1653622,ad,False,1,Monday,14
450593,450593,1653621,ad,False,12,Monday,14
515614,515614,1653620,ad,False,6,Wednesday,18
450372,450372,1653619,ad,False,1,Monday,13
503536,503536,1653618,ad,False,5,Sunday,14
460308,460308,1653617,ad,False,13,Wednesday,14
449952,449952,1653615,ad,False,1,Monday,12
568005,568005,1653614,ad,False,3,Tuesday,12
582982,582982,1653613,ad,False,6,Tuesday,11
492453,492453,1653612,ad,False,2,Friday,12
569228,569228,1653611,ad,False,4,Saturday,17
455231,455231,1653609,ad,False,1,Tuesday,13
490080,490080,1653608,ad,False,7,Thursday,21
463075,463075,1653607,ad,False,8,Wednesday,22
451938,451938,1653606,ad,False,12,Monday,18
562502,562502,1653605,ad,False,6,Thursday,10
448759,448759,1653604,ad,False,1,Monday,6
448745,448745,1653603,ad,False,7,Monday,3
496290,496290,1653602,ad,False,3,Friday,22
462088,462088,1653601,ad,False,1,Wednesday,18
483846,483846,1653600,ad,False,24,Wednesday,23
447700,447700,1653599,ad,False,1,Sunday,19
447643,447643,1653598,ad,False,1,Sunday,19
462010,462010,1653597,ad,False,14,Wednesday,18
540022,540022,1653596,ad,False,13,Monday,2
550778,550778,1653595,ad,False,1,Tuesday,11
484443,484443,1653594,ad,False,3,Friday,19
446344,446344,1653592,ad,False,1,Sunday,15
446316,446316,1653591,ad,False,1,Sunday,15
460761,460761,1653590,ad,False,27,Sunday,9
446128,446128,1653589,ad,False,1,Sunday,15
446078,446078,1653588,ad,False,1,Sunday,15
471288,471288,1653587,ad,False,13,Friday,19
445802,445802,1653586,ad,False,1,Sunday,15
504086,504086,1653585,ad,False,6,Sunday,17
445483,445483,1653583,ad,False,1,Sunday,14
445450,445450,1653582,ad,False,1,Sunday,14
493267,493267,1653581,ad,False,17,Tuesday,16
445277,445277,1653580,ad,False,7,Sunday,14
447036,447036,1653579,ad,False,15,Sunday,17
444991,444991,1653577,ad,False,1,Sunday,14
456893,456893,1653575,ad,False,11,Tuesday,19
444375,444375,1653574,ad,False,1,Sunday,12
444265,444265,1653573,ad,False,1,Sunday,12
480968,480968,1653572,ad,False,18,Tuesday,23
444029,444029,1653571,ad,False,1,Sunday,12
443991,443991,1653570,ad,False,1,Sunday,12
442966,442966,1653568,ad,False,1,Sunday,11
442912,442912,1653567,ad,False,1,Sunday,11
442878,442878,1653566,ad,False,1,Sunday,11
442861,442861,1653565,ad,False,1,Sunday,11
442719,442719,1653564,ad,False,1,Sunday,10
442617,442617,1653563,ad,False,1,Sunday,10
442393,442393,1653562,ad,False,1,Sunday,10
552749,552749,1653561,ad,True,24,Tuesday,12
447255,447255,1653560,ad,False,2,Sunday,18
441959,441959,1653558,ad,False,1,Sunday,9
441625,441625,1653556,ad,False,1,Sunday,9
441576,441576,1653555,ad,False,1,Sunday,9
532216,532216,1653554,ad,False,28,Friday,21
441229,441229,1653553,ad,False,1,Sunday,8
441066,441066,1653551,ad,False,1,Sunday,7
441001,441001,1653550,ad,False,1,Sunday,7
440629,440629,1653549,ad,False,1,Saturday,23
440487,440487,1653548,ad,False,1,Saturday,23
536013,536013,1653547,ad,False,3,Monday,10
440343,440343,1653546,ad,False,1,Saturday,22
440269,440269,1653545,ad,False,1,Saturday,22
439931,439931,1653544,ad,False,1,Saturday,21
439865,439865,1653543,ad,False,1,Saturday,21
439820,439820,1653542,ad,False,1,Saturday,21
439799,439799,1653541,ad,False,1,Saturday,21
439797,439797,1653540,ad,False,1,Saturday,21
439629,439629,1653538,ad,False,1,Saturday,21
439524,439524,1653536,ad,False,1,Saturday,21
439523,439523,1653535,ad,False,1,Saturday,21
439458,439458,1653534,ad,False,1,Saturday,21
439240,439240,1653530,ad,False,1,Saturday,20
576962,576962,1653529,ad,False,6,Sunday,14
453066,453066,1653528,ad,False,6,Tuesday,7
438969,438969,1653527,ad,False,1,Saturday,19
438873,438873,1653526,ad,False,1,Saturday,19
438826,438826,1653525,ad,False,1,Saturday,19
438801,438801,1653524,ad,False,1,Saturday,19
496406,496406,1653522,ad,False,5,Friday,23
438484,438484,1653521,ad,False,1,Saturday,18
438236,438236,1653519,ad,False,1,Saturday,18
438217,438217,1653518,ad,False,1,Saturday,18
437580,437580,1653516,ad,False,1,Saturday,17
437422,437422,1653515,ad,False,1,Saturday,16
437402,437402,1653514,ad,False,1,Saturday,16
437046,437046,1653513,ad,False,1,Saturday,16
437018,437018,1653512,ad,False,1,Saturday,16
585485,585485,1653511,ad,False,2,Tuesday,10
529649,529649,1653509,ad,False,8,Friday,19
456111,456111,1653508,ad,False,13,Wednesday,9
580582,580582,1653507,ad,False,2,Monday,12
436338,436338,1653506,ad,False,1,Saturday,15
436311,436311,1653505,ad,False,1,Saturday,15
436209,436209,1653504,ad,False,1,Saturday,15
446990,446990,1653503,ad,False,20,Sunday,17
435887,435887,1653502,ad,False,1,Saturday,14
435838,435838,1653501,ad,False,1,Saturday,14
435700,435700,1653499,ad,False,1,Saturday,14
435634,435634,1653498,ad,False,1,Saturday,14
435413,435413,1653497,ad,False,1,Saturday,13
435271,435271,1653495,ad,False,1,Saturday,13
466073,466073,1653494,ad,False,14,Thursday,18
434761,434761,1653493,ad,False,1,Saturday,12
434643,434643,1653492,ad,False,1,Saturday,12
434363,434363,1653491,ad,False,1,Saturday,11
436210,436210,1653490,ad,False,13,Saturday,15
433728,433728,1653489,ad,False,1,Saturday,11
433679,433679,1653488,ad,False,1,Saturday,11
433595,433595,1653487,ad,False,1,Saturday,10
433453,433453,1653486,ad,False,1,Saturday,10
432965,432965,1653485,ad,False,1,Saturday,9
432923,432923,1653484,ad,False,1,Saturday,9
432881,432881,1653483,ad,False,6,Saturday,9
432784,432784,1653482,ad,False,1,Saturday,9
432507,432507,1653481,ad,False,1,Saturday,3
432487,432487,1653480,ad,False,1,Saturday,3
432187,432187,1653479,ad,False,1,Saturday,0
431745,431745,1653478,ad,False,1,Friday,22
431750,431750,1653477,ad,False,2,Friday,22
431248,431248,1653476,ad,False,1,Friday,21
430982,430982,1653475,ad,False,1,Friday,21
430720,430720,1653474,ad,False,1,Friday,20
448072,448072,1653473,ad,False,12,Sunday,21
560299,560299,1653472,ad,False,18,Sunday,16
430247,430247,1653471,ad,False,1,Friday,19
430176,430176,1653470,ad,False,1,Friday,19
430060,430060,1653469,ad,False,1,Friday,18
429612,429612,1653468,ad,False,1,Friday,17
428935,428935,1653466,ad,False,1,Friday,16
494467,494467,1653465,ad,False,7,Sunday,17
427944,427944,1653462,ad,False,1,Friday,14
427672,427672,1653461,ad,False,4,Friday,17
568381,568381,1653460,ad,False,1,Friday,13
451518,451518,1653458,ad,False,7,Monday,18
427884,427884,1653456,ad,False,4,Friday,14
430835,430835,1653455,ad,False,2,Friday,20
425063,425063,1653454,ad,False,1,Friday,10
425061,425061,1653453,ad,False,1,Friday,10
424645,424645,1653451,ad,False,1,Friday,9
424492,424492,1653450,ad,False,1,Friday,8
435559,435559,1653449,ad,False,6,Saturday,14
424342,424342,1653448,ad,False,1,Friday,6
424224,424224,1653447,ad,False,1,Friday,3
424135,424135,1653446,ad,False,1,Friday,2
423986,423986,1653445,ad,False,1,Friday,0
423838,423838,1653444,ad,False,1,Thursday,23
423686,423686,1653443,ad,False,1,Thursday,23
423164,423164,1653440,ad,False,1,Thursday,22
423102,423102,1653439,ad,False,1,Thursday,22
422980,422980,1653438,ad,False,1,Thursday,22
422771,422771,1653437,ad,False,1,Thursday,22
422770,422770,1653436,ad,False,1,Thursday,22
422667,422667,1653435,ad,False,1,Thursday,21
422645,422645,1653434,ad,False,1,Thursday,21
422525,422525,1653433,ad,False,1,Thursday,21
422471,422471,1653432,ad,False,1,Thursday,21
422405,422405,1653431,ad,False,1,Thursday,21
422279,422279,1653430,ad,False,1,Thursday,21
452396,452396,1653429,ad,False,15,Monday,20
421816,421816,1653428,ad,False,1,Thursday,20
421619,421619,1653427,ad,False,1,Thursday,19
421317,421317,1653426,ad,False,1,Thursday,19
421278,421278,1653425,ad,False,1,Thursday,19
421166,421166,1653424,ad,False,1,Thursday,18
421161,421161,1653423,ad,False,1,Thursday,18
429655,429655,1653422,ad,False,12,Friday,17
433879,433879,1653421,ad,False,11,Friday,8
421045,421045,1653420,ad,False,1,Thursday,18
420973,420973,1653419,ad,False,1,Thursday,18
559085,559085,1653418,ad,False,5,Wednesday,15
420749,420749,1653417,ad,False,1,Thursday,17
420750,420750,1653416,ad,False,1,Thursday,17
420175,420175,1653414,ad,False,1,Thursday,16
420099,420099,1653413,ad,False,1,Thursday,16
420086,420086,1653412,ad,False,1,Thursday,16
557250,557250,1653411,ad,False,2,Friday,12
424644,424644,1653410,ad,False,12,Saturday,8
455160,455160,1653409,ad,False,1,Tuesday,13
556160,556160,1653408,ad,False,1,Wednesday,11
419185,419185,1653407,ad,False,1,Thursday,13
455208,455208,1653406,ad,False,16,Thursday,21
569123,569123,1653405,ad,False,18,Monday,11
418275,418275,1653404,ad,False,9,Thursday,11
417622,417622,1653402,ad,False,1,Thursday,10
486091,486091,1653401,ad,False,2,Thursday,14
417552,417552,1653400,ad,False,1,Thursday,10
417505,417505,1653399,ad,False,1,Thursday,9
417403,417403,1653398,ad,False,1,Thursday,9
417342,417342,1653397,ad,False,1,Thursday,9
425789,425789,1653396,ad,False,5,Friday,11
417326,417326,1653395,ad,False,1,Thursday,9
417314,417314,1653394,ad,False,1,Thursday,9
416841,416841,1653393,ad,False,1,Thursday,8
416749,416749,1653391,ad,False,1,Thursday,8
424839,424839,1653390,ad,False,1,Friday,9
418047,418047,1653389,ad,False,3,Thursday,10
419141,419141,1653388,ad,False,12,Thursday,13
416356,416356,1653387,ad,False,1,Thursday,6
416349,416349,1653385,ad,False,1,Thursday,6
416109,416109,1653384,ad,False,1,Thursday,2
416079,416079,1653383,ad,False,1,Thursday,2
415939,415939,1653382,ad,False,1,Thursday,0
415922,415922,1653381,ad,False,1,Thursday,0
421331,421331,1653380,ad,False,3,Thursday,19
415729,415729,1653379,ad,False,1,Wednesday,23
415661,415661,1653378,ad,False,1,Wednesday,23
415464,415464,1653376,ad,False,1,Wednesday,23
415236,415236,1653375,ad,False,1,Wednesday,23
415210,415210,1653373,ad,False,1,Wednesday,23
415156,415156,1653371,ad,False,1,Wednesday,23
414755,414755,1653369,ad,False,1,Wednesday,22
414754,414754,1653368,ad,False,1,Wednesday,22
414616,414616,1653367,ad,False,1,Wednesday,22
414530,414530,1653365,ad,False,1,Wednesday,22
414491,414491,1653364,ad,False,1,Wednesday,22
414400,414400,1653363,ad,False,1,Wednesday,22
414231,414231,1653362,ad,False,1,Wednesday,22
413966,413966,1653360,ad,False,1,Wednesday,22
413944,413944,1653359,ad,False,1,Wednesday,22
413847,413847,1653357,ad,False,1,Wednesday,21
413457,413457,1653356,ad,False,1,Wednesday,21
413393,413393,1653355,ad,False,1,Wednesday,21
412790,412790,1653354,ad,False,1,Wednesday,20
412681,412681,1653353,ad,False,1,Wednesday,19
449246,449246,1653352,ad,False,1,Monday,10
412231,412231,1653351,ad,False,1,Wednesday,19
412089,412089,1653350,ad,False,1,Wednesday,19
412008,412008,1653349,ad,False,1,Wednesday,18
411974,411974,1653348,ad,False,1,Wednesday,18
477038,477038,1653347,ad,False,31,Monday,16
502910,502910,1653346,ad,False,18,Sunday,15
419077,419077,1653345,ad,False,10,Thursday,19
451196,451196,1653344,ad,False,12,Monday,16
443285,443285,1653343,ad,False,5,Sunday,11
412598,412598,1653341,ad,False,1,Wednesday,19
411229,411229,1653340,ad,False,1,Wednesday,17
410887,410887,1653338,ad,False,1,Wednesday,17
410797,410797,1653337,ad,False,1,Wednesday,17
410588,410588,1653336,ad,False,1,Wednesday,16
410570,410570,1653335,ad,False,1,Wednesday,16
525242,525242,1653334,ad,False,1,Friday,12
410420,410420,1653333,ad,False,1,Wednesday,16
410226,410226,1653332,ad,False,1,Wednesday,16
494530,494530,1653331,ad,False,18,Friday,16
418654,418654,1653330,ad,False,21,Thursday,12
409819,409819,1653329,ad,False,1,Wednesday,15
416604,416604,1653328,ad,False,2,Thursday,8
409310,409310,1653327,ad,False,1,Wednesday,14
450038,450038,1653326,ad,False,30,Sunday,11
409043,409043,1653325,ad,False,1,Wednesday,14
409009,409009,1653324,ad,False,1,Wednesday,14
552096,552096,1653323,ad,False,3,Tuesday,13
542552,542552,1653322,ad,False,7,Monday,13
533405,533405,1653321,ad,False,6,Saturday,14
470084,470084,1653320,ad,False,3,Friday,15
410344,410344,1653319,ad,False,15,Friday,18
463859,463859,1653318,ad,False,3,Thursday,9
408649,408649,1653317,ad,False,19,Friday,9
407901,407901,1653316,ad,False,1,Wednesday,13
552570,552570,1653314,ad,False,4,Tuesday,14
467687,467687,1653313,ad,False,41,Friday,9
487717,487717,1653311,ad,False,1,Thursday,16
423182,423182,1653310,ad,False,12,Thursday,10
535769,535769,1653309,ad,False,2,Saturday,0
496306,496306,1653308,ad,False,5,Sunday,14
458237,458237,1653307,ad,False,2,Wednesday,10
417151,417151,1653306,ad,False,13,Thursday,9
519190,519190,1653305,ad,False,6,Saturday,11
518191,518191,1653304,ad,False,3,Monday,9
510007,510007,1653303,ad,False,2,Tuesday,18
585579,585579,1653302,ad,False,24,Tuesday,11
435726,435726,1653301,ad,False,69,Saturday,14
556880,556880,1653300,ad,False,2,Wednesday,11
407578,407578,1653299,ad,False,7,Sunday,9
551392,551392,1653298,ad,False,25,Tuesday,16
422237,422237,1653297,ad,False,12,Thursday,21
501718,501718,1653296,ad,False,2,Sunday,9
559926,559926,1653295,ad,False,24,Tuesday,10
407546,407546,1653294,ad,False,19,Thursday,9
579297,579297,1653293,ad,False,5,Monday,7
558047,558047,1653292,ad,False,13,Friday,13
403686,403686,1653289,ad,False,1,Tuesday,15
552768,552768,1653288,ad,False,23,Wednesday,9
556286,556286,1653287,ad,False,24,Wednesday,12
538264,538264,1653286,ad,False,14,Thursday,9
571778,571778,1653285,ad,False,7,Saturday,9
410190,410190,1653284,ad,False,3,Wednesday,16
401665,401665,1653283,ad,False,7,Monday,22
546253,546253,1653282,ad,False,25,Thursday,20
429795,429795,1653281,ad,False,3,Friday,18
401269,401269,1653280,ad,False,1,Monday,20
503512,503512,1653279,ad,False,3,Wednesday,18
404379,404379,1653278,ad,False,6,Tuesday,19
410893,410893,1653277,ad,False,5,Wednesday,17
470632,470632,1653276,ad,False,6,Friday,16
468466,468466,1653275,ad,False,17,Saturday,8
402447,402447,1653274,ad,False,7,Monday,11
400181,400181,1653273,ad,False,12,Monday,16
488058,488058,1653272,ad,False,44,Thursday,17
504017,504017,1653271,ad,False,25,Sunday,16
499570,499570,1653269,ad,False,2,Saturday,17
401097,401097,1653268,ad,False,1,Monday,19
494224,494224,1653267,ad,False,6,Wednesday,14
401384,401384,1653266,ad,False,1,Monday,21
519466,519466,1653265,ad,False,4,Thursday,13
427724,427724,1653263,ad,True,39,Monday,15
454215,454215,1653262,ad,False,12,Tuesday,10
449155,449155,1653261,ad,False,5,Monday,10
516508,516508,1653260,ad,False,13,Wednesday,19
401591,401591,1653259,ad,False,29,Friday,16
398201,398201,1653258,ad,False,12,Monday,8
445213,445213,1653257,ad,False,5,Saturday,10
432141,432141,1653256,ad,False,9,Friday,23
397185,397185,1653255,ad,False,10,Sunday,19
417219,417219,1653254,ad,False,11,Thursday,3
549207,549207,1653253,ad,False,8,Thursday,22
567881,567881,1653252,ad,False,3,Friday,12
567762,567762,1653250,ad,False,7,Sunday,12
472904,472904,1653248,ad,False,6,Monday,19
396120,396120,1653247,ad,False,22,Sunday,22
399939,399939,1653246,ad,False,13,Monday,15
396165,396165,1653244,ad,False,12,Sunday,15
395355,395355,1653243,ad,False,12,Sunday,12
399290,399290,1653242,ad,False,12,Monday,12
392625,392625,1653241,ad,False,31,Friday,18
392624,392624,1653240,ad,False,1,Saturday,17
487140,487140,1653239,ad,False,24,Thursday,16
482671,482671,1653238,ad,False,18,Wednesday,15
390989,390989,1653236,ad,False,5,Saturday,12
465383,465383,1653234,ad,False,1,Thursday,15
390838,390838,1653232,ad,False,12,Saturday,15
390140,390140,1653231,ad,False,9,Saturday,8
464945,464945,1653230,ad,False,3,Thursday,13
393207,393207,1653229,ad,False,13,Saturday,22
583950,583950,1653228,ad,False,1,Monday,21
544346,544346,1653227,ad,False,21,Sunday,18
392682,392682,1653226,ad,False,19,Sunday,9
389051,389051,1653225,ad,False,14,Friday,17
395985,395985,1653224,ad,False,7,Sunday,20
514818,514818,1653223,ad,False,1,Wednesday,16
388803,388803,1653222,ad,False,1,Friday,16
409974,409974,1653221,ad,False,8,Wednesday,15
387545,387545,1653219,ad,False,12,Friday,12
398189,398189,1653218,ad,False,1,Monday,7
392794,392794,1653217,ad,False,11,Saturday,18
549604,549604,1653216,ad,False,2,Tuesday,8
389937,389937,1653215,ad,False,1,Friday,23
411321,411321,1653214,ad,False,2,Wednesday,17
464547,464547,1653213,ad,False,2,Thursday,11
477830,477830,1653212,ad,False,15,Monday,15
387140,387140,1653211,ad,False,4,Friday,12
506220,506220,1653210,ad,False,24,Monday,17
389950,389950,1653209,ad,False,1,Friday,23
387408,387408,1653208,ad,False,1,Friday,10
480441,480441,1653207,ad,False,7,Thursday,14
527003,527003,1653205,ad,False,18,Monday,10
473016,473016,1653204,ad,False,11,Monday,13
511733,511733,1653202,ad,False,1,Wednesday,11
383367,383367,1653200,ad,False,1,Thursday,10
383516,383516,1653199,ad,False,12,Thursday,11
484092,484092,1653198,ad,False,39,Thursday,9
465623,465623,1653196,ad,False,1,Thursday,16
448502,448502,1653195,ad,False,6,Tuesday,23
463273,463273,1653194,ad,False,4,Thursday,21
385724,385724,1653193,ad,False,1,Thursday,18
472135,472135,1653192,ad,False,2,Friday,22
537379,537379,1653191,ad,False,2,Sunday,12
387334,387334,1653190,ad,False,7,Friday,10
403611,403611,1653189,ad,False,5,Tuesday,15
508309,508309,1653188,ad,False,4,Tuesday,16
410449,410449,1653187,ad,False,13,Wednesday,16
552092,552092,1653186,ad,False,1,Tuesday,13
487087,487087,1653185,ad,False,1,Thursday,15
490348,490348,1653184,ad,False,3,Thursday,22
570190,570190,1653182,ad,False,5,Friday,18
388855,388855,1653181,ad,False,42,Friday,11
453604,453604,1653180,ad,False,8,Tuesday,8
426385,426385,1653178,ad,False,8,Friday,12
378553,378553,1653176,ad,False,3,Wednesday,11
384811,384811,1653175,ad,False,10,Thursday,15
545885,545885,1653174,ad,False,1,Monday,16
454509,454509,1653173,ad,False,7,Tuesday,13
438154,438154,1653172,ad,False,11,Saturday,18
442510,442510,1653171,ad,False,2,Sunday,20
458810,458810,1653170,ad,False,12,Wednesday,10
545789,545789,1653169,ad,False,2,Monday,16
429022,429022,1653168,ad,False,28,Friday,12
557454,557454,1653167,ad,False,3,Monday,8
387663,387663,1653166,ad,False,1,Friday,11
514750,514750,1653165,ad,False,9,Thursday,15
375847,375847,1653164,ad,False,1,Tuesday,17
531952,531952,1653163,ad,False,2,Saturday,11
508760,508760,1653162,ad,False,5,Tuesday,11
555297,555297,1653161,ad,False,28,Wednesday,21
451030,451030,1653160,ad,False,1,Monday,15
396473,396473,1653159,ad,False,12,Sunday,16
377630,377630,1653158,ad,False,23,Wednesday,9
492190,492190,1653157,ad,False,25,Friday,12
399996,399996,1653156,ad,False,14,Sunday,15
464366,464366,1653155,ad,False,14,Thursday,12
379340,379340,1653154,ad,False,3,Wednesday,13
374306,374306,1653153,ad,False,15,Tuesday,13
450450,450450,1653151,ad,False,6,Monday,14
521587,521587,1653150,ad,False,28,Monday,19
471410,471410,1653149,ad,False,10,Friday,19
426209,426209,1653148,ad,False,12,Friday,15
387217,387217,1653146,ad,False,6,Friday,13
402030,402030,1653144,ad,False,14,Tuesday,13
382114,382114,1653143,ad,False,12,Friday,8
389511,389511,1653142,ad,False,3,Sunday,10
443341,443341,1653141,ad,False,2,Tuesday,21
545521,545521,1653140,ad,False,1,Monday,16
421731,421731,1653139,ad,False,1,Thursday,20
478912,478912,1653138,ad,False,11,Thursday,22
372432,372432,1653137,ad,False,1,Monday,20
